UF,SP
Cidade,BOTUCATU
Nome Posto,FAZENDA MONTE ALEGRE
Latitude,-22.866666666666667
Longitude,-48.65
Codigo,2248030
Qtd. Anos,77
Ano,Maxima
1937,6
1938,130
1939,79.2
1940,90
1941,95.5
1942,69
1943,70.7
1944,45.3
1945,101
1946,57.5
1947,107.7
1948,91
1949,71
1950,80.6
1951,80.6
1952,61.5
1953,61.6
1954,63.7
1955,95.1
1956,94.2
1957,62.8
1958,29.7
1959,61.3
1960,98.4
1961,56.9
1962,140
1963,76.2
1964,62
1965,135.7
1966,86
1967,82.4
1968,67.2
1969,48.3
1970,69.1
1971,62.1
1972,92.4
1973,65.1
1974,75.2
1975,160.6
1976,82.9
1977,66.9
1978,76.9
1979,48.3
1980,82.4
1981,58.3
1982,116
1983,93.7
1984,68.9
1985,87.6
1986,74.9
1987,79.1
1988,50.6
1989,72.1
1990,66.1
1991,82.4
1992,111.4
1993,104.7
1994,107.2
1995,87.4
1996,131.3
1997,90.3
1998,68.1
1999,40.2
2000,30.4
2001,110
2002,114.3
2003,61.8
2004,81
2005,69.1
2006,60.8
2007,59.1
2009,75.6
2010,71.9
2011,116.3
2012,110.3
2013,100.8
2014,87.3
