UF,SP
Cidade,BADY BASSITT
Nome Posto,BADY BASSIT
Latitude,-20.916666666666668
Longitude,-49.45
Codigo,2049027
Qtd. Anos,77
Ano,Maxima
1938,56
1942,130
1943,63
1944,73
1945,90
1946,120
1947,56
1948,38
1949,50
1950,50
1952,61
1953,43
1954,43
1955,53
1956,98.4
1957,32.3
1958,35.2
1959,60.7
1960,50.5
1961,124.2
1962,90
1963,40.5
1964,103.7
1965,53
1966,58.9
1967,76.5
1968,66.8
1969,78.9
1970,109.4
1971,84.1
1972,70.4
1973,82.5
1974,81.5
1975,77.7
1976,152.4
1977,91.3
1978,118.8
1979,75.5
1980,60.3
1981,62.2
1982,78.5
1983,124.3
1984,84
1985,73.4
1986,113.3
1987,53.9
1988,60.2
1989,95.2
1990,70.4
1991,70
1992,75
1993,93
1994,66.5
1995,77.1
1996,78.7
1997,84.7
1998,121.5
1999,97
2000,135
2001,65.7
2002,78.4
2003,66.3
2004,107.2
2005,150
2006,133.5
2007,94
2008,53.9
2009,84.2
2010,83.2
2011,68
2012,73.6
2013,97.8
2014,78
2015,101.1
2016,69.9
2017,98
2018,80.2
