UF,SP
Cidade,PIRASSUNUNGA
Nome Posto,BAGUACU
Latitude,-21.883333333333333
Longitude,-47.31666666666667
Codigo,2147085
Qtd. Anos,48
Ano,Maxima
1940,32.8
1941,61.6
1942,63.4
1943,67.2
1944,57.4
1945,107.2
1946,90.8
1947,96.2
1948,54.8
1949,55
1950,56.5
1951,75
1952,140.3
1953,130
1954,81
1955,88
1956,74
1957,58.3
1958,62.1
1972,76.1
1973,63.1
1974,107.7
1975,94.7
1976,110.2
1977,96
1978,74
1979,93
1980,121.1
1981,90.9
1982,46.3
1983,74.8
1984,65.5
1985,65
1986,89
1987,73.2
1988,60.8
1989,81.8
1990,101.1
1991,57.5
1992,72
1993,68.2
1994,73
1995,119
1996,102.1
1997,101.3
1998,65.8
1999,115.4
2000,82.2
