UF,SP
Cidade,JUQUITIBA
Nome Posto,JUQUITIBA
Latitude,-23.933333333333334
Longitude,-47.06666666666667
Codigo,2347051
Qtd. Anos,59
Ano,Maxima
1946,98.5
1947,64.3
1948,88
1949,94.5
1950,89.1
1951,205.1
1952,70.5
1953,73.8
1954,82.5
1955,71.7
1956,184.3
1957,80.5
1958,92.1
1959,74.8
1960,51.5
1961,139.1
1962,66.9
1963,114.5
1964,54.1
1965,62.5
1966,69
1967,79.3
1968,52.3
1969,95
1970,75.6
1971,72.1
1972,84.2
1973,105.9
1974,121.5
1975,60.2
1976,159.9
1977,49.6
1978,92.5
1979,80
1980,95.6
1981,81.1
1982,110.9
1983,101.1
1984,91
1985,58
1986,97.2
1987,85.9
1988,50.4
1989,67.1
1990,55.7
1991,83.6
1992,50.6
1993,127.8
1994,81
1995,61.8
1996,24.1
1997,81
1998,83.3
2009,70.3
2010,81.1
2011,52.4
2012,100.2
2013,107.6
2014,60.1
