UF,SP
Cidade,SANTOS
Nome Posto,SANTOS (PONTA DA PRAIA) 
Latitude,-23.933333333333334
Longitude,-46.333333333333336
Codigo,2346129
Qtd. Anos,59
Ano,Maxima
1910,165.6
1911,106.6
1912,65.2
1913,66.6
1914,98.3
1915,83.8
1916,71
1917,140.8
1918,115.5
1919,115
1920,87.5
1921,171.5
1922,179
1923,179.5
1924,72
1925,146.2
1926,98.4
1927,73
1928,254.8
1929,169.2
1930,102
1931,205.1
1932,186
1933,94.6
1934,368
1935,147.4
1936,102.9
1937,89.2
1938,155.2
1939,57.5
1940,135.2
1941,114.4
1942,186
1943,81.5
1944,141.2
1945,123
1946,137.6
1975,141.6
1976,83.4
1977,118.9
1978,194.6
1979,15.9
1980,87
1981,79.2
1982,38.4
1983,135.2
1984,110
1985,97.9
1986,138.3
1987,85.1
1988,45
1989,85.8
1990,81.6
1991,117.1
1992,49
1993,50.2
1994,71
1995,96.8
1996,133.9
