UF,SP
Cidade,REDENCAO DA SERRA
Nome Posto,REDENCAO DA SERRA
Latitude,-23.283333333333335
Longitude,-45.53333333333333
Codigo,2345023
Qtd. Anos,62
Ano,Maxima
1953,70.5
1954,55
1955,60.8
1956,50
1957,50.6
1958,64.2
1959,52
1960,92.8
1961,70
1962,97.4
1963,73
1964,78.9
1965,70
1966,55.5
1967,92
1968,97.5
1969,77
1970,114.5
1971,75
1972,37
1973,65.7
1974,51.5
1975,129.7
1976,84.7
1977,69.3
1978,75.7
1979,59.7
1980,83.8
1981,54.3
1982,72.3
1983,62.4
1984,93.9
1985,111.9
1986,93.8
1987,64.5
1988,68.3
1989,64.1
1990,52.2
1991,67.9
1992,71.1
1993,73.5
1994,71.3
1995,74.5
1996,86.7
1997,60.3
1998,63.5
1999,65
2000,198
2001,87.9
2002,60.3
2003,73.4
2004,76.2
2005,92
2006,81.4
2007,71.9
2008,58.2
2009,88.2
2010,97.6
2011,89.1
2012,118
2013,148.2
2014,69.8
