UF,SP
Cidade,BOITUVA
Nome Posto,BOITUVA
Latitude,-23.283333333333335
Longitude,-47.666666666666664
Codigo,2347021
Qtd. Anos,56
Ano,Maxima
1941,80.7
1942,39.2
1943,36.6
1944,65.2
1945,76.6
1946,34.6
1947,14
1948,7.2
1949,25.2
1950,7.2
1951,15.2
1952,18.7
1954,39.5
1955,16.5
1957,32
1958,57
1959,45
1960,77
1961,67.7
1962,105.5
1963,54.5
1964,148
1965,91.5
1966,48.4
1967,64
1968,79
1969,45
1970,64.9
1971,75.8
1972,95.5
1973,66.5
1974,75.8
1975,100
1976,114.6
1977,53.6
1978,68.5
1979,103.2
1980,38.9
1981,56.1
1982,145.1
1983,162.9
1984,56.5
1985,75.9
1986,78
1987,75.2
1988,50.3
1989,77.3
1990,72.3
1991,59.3
1992,65.7
1993,72.1
1994,63.9
1995,115.2
1996,78.9
1997,63.7
1998,56.1
