UF,SP
Cidade,CAMPINAS
Nome Posto,FAZENDA SETE QUEDAS
Latitude,-22.966666666666665
Longitude,-47.083333333333336
Codigo,2247130
Qtd. Anos,45
Ano,Maxima
1954,65.6
1955,83.3
1956,62.5
1957,90.5
1958,90.5
1959,82.5
1960,121.5
1961,64
1962,56
1963,73.5
1964,50
1967,57.5
1968,41.5
1970,46.5
1971,63.8
1972,90.2
1973,42.6
1974,57.9
1975,71.8
1976,98.5
1977,107
1978,59.3
1979,70.1
1980,57.8
1981,63.4
1982,130.4
1983,88.6
1984,62
1985,60.1
1986,72.3
1987,65.4
1988,67.2
1989,59.5
1990,70.9
1991,128.8
1992,72.5
1993,66
1994,5.5
1995,55.2
1996,37.8
1997,26.2
1998,21.4
1999,17.7
2012,88.5
2018,56.2
