UF,SP
Cidade,ITARIRI
Nome Posto,BAIRRO IGREJINHA
Latitude,-24.333333333333332
Longitude,-47.2
Codigo,2447016
Qtd. Anos,64
Ano,Maxima
1955,70
1956,108
1957,99
1958,161.5
1959,85
1960,80
1961,135.2
1962,78.6
1963,89
1964,93
1965,141.1
1966,140.5
1967,126.5
1968,186.8
1969,180.3
1970,141.3
1971,177.1
1972,113.8
1973,323.5
1974,70.3
1975,136.3
1976,337
1977,86.1
1978,127.3
1979,144.9
1980,265
1981,174
1982,180
1983,134.9
1984,282
1985,145.3
1986,171.9
1987,94
1988,164.2
1989,217.6
1990,83.6
1991,59
1992,72
1993,131.7
1994,112.6
1995,128
1996,119.4
1997,88.2
1998,113
1999,118
2000,91
2001,51
2002,93.7
2003,187
2004,194
2005,121.7
2006,116
2007,91.8
2008,121
2009,291
2010,141.3
2011,181
2012,94
2013,112.3
2014,402
2015,112.5
2016,128.7
2017,265
2018,128.1
