UF,SP
Cidade,LARANJAL PAULISTA
Nome Posto,LARAS
Latitude,-22.916666666666668
Longitude,-47.9
Codigo,2247049
Qtd. Anos,40
Ano,Maxima
1956,19.5
1957,48.5
1958,100
1959,80.2
1960,100.5
1961,66
1962,65
1963,103.2
1964,94.3
1965,124.6
1966,89
1967,46.5
1968,85
1969,57.4
1970,76.4
1971,116.7
1972,75.8
1973,64.2
1974,64
1975,86.4
1976,94.3
1977,123.2
1978,75.2
1979,54.2
1980,58.1
1981,76.1
1982,134.2
1983,74.2
1984,76.3
1985,99.4
1986,64.2
1987,84.3
1988,81.3
1989,54.8
1990,58.2
1991,73.7
1992,92.3
1993,94.8
1994,95.8
1995,48.6
