UF,SP
Cidade,CUNHA
Nome Posto,ALTO S. DO MAR - B. MATO LIMPO
Latitude,-23.15222222222222
Longitude,-44.859722222222224
Codigo,2344009
Qtd. Anos,54
Ano,Maxima
1967,63
1968,116
1969,96.4
1970,88.2
1971,138.2
1972,408
1973,191
1974,99
1975,103
1976,113
1977,106.6
1978,147.2
1979,147
1980,150
1981,115
1982,150
1983,83.3
1984,99
1985,153
1986,100
1987,76
1988,96
1989,104.6
1990,101.5
1991,78.3
1992,151.9
1993,87.5
1994,146.5
1995,103.2
1996,99
1997,54
1998,90.3
1999,65.5
2000,96.1
2001,66.6
2002,119.2
2003,85.2
2004,64.6
2005,71.5
2006,43.1
2007,48.9
2008,65.4
2009,84.6
2010,205.7
2011,132.8
2012,51.2
2013,76.2
2014,68.5
2015,59.3
2016,42.5
2017,88.5
2018,125.5
2019,195.3
2020,66
