UF,SP
Cidade,SAO PAULO
Nome Posto,CONGONHAS (AEROPORTO)
Latitude,-23.633333333333333
Longitude,-46.65
Codigo,2346054
Qtd. Anos,60
Ano,Maxima
1940,34
1945,51.3
1946,55.6
1947,67.5
1948,74.3
1949,83.8
1950,51
1951,64.5
1952,63.8
1953,71
1954,42.7
1955,56.3
1956,61.5
1957,68.3
1958,64.7
1959,51.2
1960,118.4
1961,57.2
1962,54.6
1963,55.8
1964,46.9
1965,103.2
1966,131.8
1967,67.2
1968,60.4
1969,67.6
1970,84.6
1971,132.3
1972,63
1973,72.1
1974,50.9
1975,61.2
1976,63
1977,85.8
1978,65.7
1979,39.5
1980,86.2
1981,47.8
1982,100.2
1983,56.2
1984,50.3
1985,44.7
1986,88.5
1987,75.8
1988,103.6
1989,46.3
1990,92.8
1991,86
1992,69.6
1993,51.5
1994,48.7
1995,63.8
1996,103.2
1997,47.4
1998,52.8
1999,78.6
2000,72
2001,100
2002,73.1
2003,60.8
