UF,SP
Cidade,SAO VICENTE
Nome Posto,SAO VICENTE
Latitude,-23.966666666666665
Longitude,-46.36666666666667
Codigo,2346090
Qtd. Anos,72
Ano,Maxima
1938,102
1939,149
1940,216
1941,220.7
1942,115.7
1943,130
1944,102
1945,95.8
1946,114
1947,100.2
1948,77
1950,70.2
1951,50.4
1952,62.1
1953,59.6
1954,34.3
1956,34.3
1960,66.3
1961,131.1
1962,48.6
1963,55
1964,76.8
1965,153.2
1966,194.4
1967,133.5
1968,148.6
1969,104.5
1970,249.3
1971,164
1972,97.4
1973,158.7
1974,128.8
1975,153.2
1976,187.1
1977,123.5
1978,329.5
1979,245.6
1980,127.6
1981,87.8
1982,126.2
1983,102.6
1984,68.2
1985,124.6
1986,152.3
1987,99.4
1988,182
1989,62.9
1990,43.8
1991,137.7
1992,102.7
1993,91.1
1994,172.7
1995,134
1996,148
1997,65.4
1998,138
1999,108.4
2000,187
2001,90
2002,130.8
2003,112.8
2004,157.6
2005,167.2
2006,143.8
2007,110
2008,84.6
2009,78.5
2010,198.5
2011,200
2012,163
2013,100
2014,50.6
