UF,SP
Cidade,IPERO
Nome Posto,IPERO
Latitude,-23.333333333333332
Longitude,-47.68333333333333
Codigo,2347025
Qtd. Anos,64
Ano,Maxima
1937,52.8
1938,81.4
1939,66.9
1940,80.3
1941,74
1942,62.7
1957,53.8
1958,65
1959,122.4
1960,93
1961,95
1962,87.6
1963,79
1964,62.2
1965,64.3
1966,70.8
1967,66.6
1968,68.4
1969,47.9
1970,87.8
1971,80
1972,113.6
1973,105.5
1974,94.8
1975,101.2
1976,75.7
1977,65.8
1978,74.7
1979,76.6
1980,79.9
1981,51.3
1982,154
1983,87.7
1984,83.9
1985,77.5
1986,95.5
1987,118.4
1988,53.7
1989,50.2
1990,66.8
1991,100.7
1992,60.3
1993,69.7
1994,94.7
1995,73.8
1996,70.2
1997,54
1998,46
1999,60.1
2000,65.4
2001,66.1
2002,73
2003,75.9
2004,92.2
2005,112
2006,83.6
2007,66.6
2008,70
2009,84.9
2010,49.8
2011,48.4
2012,70
2013,42
2014,35.4
