UF,SP
Cidade,ITAPIRA
Nome Posto,ITAPIRA
Latitude,-22.45
Longitude,-46.81666666666667
Codigo,2246013
Qtd. Anos,79
Ano,Maxima
1936,68.4
1937,62.4
1938,30.2
1939,68
1940,131.6
1941,61
1942,67.7
1943,63.1
1944,75
1945,82.6
1946,66.6
1947,96.5
1948,52.5
1949,70.2
1950,75.3
1951,71
1952,88
1953,57.6
1954,80
1955,104.3
1956,53
1957,47.8
1958,83.2
1959,55.2
1960,123.4
1961,53.5
1962,85.5
1963,67.3
1964,79.1
1965,95.6
1966,81.5
1967,58.2
1968,55.7
1969,58.4
1970,133
1971,55.4
1972,75.8
1973,73.2
1974,55.1
1975,100.2
1976,78.3
1977,92.4
1978,86.5
1979,139.5
1980,70
1981,62.1
1982,144.1
1983,128.6
1984,101.1
1985,56.7
1986,71.9
1987,68
1988,73.4
1989,60.7
1990,71.5
1991,70
1992,68.7
1993,80.5
1994,101.2
1995,127.5
1996,69.6
1997,49.4
1998,58.7
1999,113.5
2000,74
2001,69.9
2002,48.5
2003,69.6
2004,77.2
2005,120.5
2006,120
2007,100
2008,76.6
2009,95.5
2010,77
2011,122.1
2012,74.2
2013,111.6
2014,76.7
