UF,SP
Cidade,ARARAS
Nome Posto,FAZENDA BELMONTE
Latitude,-22.3
Longitude,-47.45
Codigo,2247017
Qtd. Anos,65
Ano,Maxima
1936,111.7
1937,64.6
1938,91
1939,64.5
1940,70.3
1941,61.3
1942,83.5
1943,102.6
1944,60
1945,84
1946,104
1947,35
1948,90.2
1949,101.5
1950,67.6
1951,57
1952,89
1953,54
1954,65
1955,82
1956,67
1957,59
1958,71
1959,117.5
1960,90.2
1961,54.5
1962,64.3
1963,50.3
1964,75.4
1965,90.9
1966,78.2
1967,72.2
1968,77.3
1969,70.6
1970,114.5
1971,69.9
1972,81.3
1973,103.7
1974,88
1975,85.3
1976,91.1
1977,88
1978,53.4
1979,78.5
1980,93.5
1981,70.1
1982,65.2
1983,77
1984,48.7
1985,61.4
1986,63.4
1987,74.6
1988,71.8
1989,54.8
1990,51.5
1991,88.3
1992,95.6
1993,92.8
1994,93.4
1995,83.2
1996,88.4
1997,91.4
1998,60.9
1999,88.4
2000,88.5
