UF,SP
Cidade,SAO SIMAO
Nome Posto,FAZENDA SAO LOURENCO
Latitude,-21.366666666666667
Longitude,-47.43333333333333
Codigo,2147094
Qtd. Anos,59
Ano,Maxima
1942,57
1943,53.5
1944,74
1945,60
1946,58
1947,90
1948,87.3
1949,83.2
1950,72
1951,70
1952,69
1953,72
1954,82
1955,72
1956,105
1957,81
1958,72
1959,105
1960,95
1961,64
1962,81
1963,78
1964,64
1965,49
1966,112
1967,60
1968,62
1969,147
1970,123.5
1971,77.6
1972,55.5
1973,61.2
1974,56.2
1975,76.5
1976,79.7
1977,81.2
1978,92.2
1979,69.1
1980,69.7
1981,91.2
1982,75.2
1983,128.2
1984,90.2
1985,70.2
1986,94.2
1987,102.3
1988,117.2
1989,83.5
1990,72.7
1991,82.5
1992,81.2
1993,60.4
1994,60.4
1995,115.6
1996,70.2
1997,80.6
1998,57.4
1999,53.7
2000,73.5
