UF,SP
Cidade,ASSIS
Nome Posto,AGUA DA FORTUNA
Latitude,-22.683333333333334
Longitude,-50.483333333333334
Codigo,2250048
Qtd. Anos,48
Ano,Maxima
1970,67.3
1971,167.4
1972,113.1
1973,76.8
1974,102.5
1975,58.6
1976,88.9
1977,79.4
1978,90.9
1979,102.9
1980,88.8
1981,108.8
1982,115.9
1983,114.7
1984,55.3
1985,56.8
1986,112.4
1987,96.6
1988,68.6
1989,80.8
1990,102.3
1991,73.5
1992,82.6
1993,76.3
1994,97.4
1995,117.7
1996,71.3
1997,83.4
1998,65.8
1999,162.2
2000,118.6
2001,63.2
2002,80.4
2003,120
2004,66.2
2005,109
2006,80
2007,49.2
2009,64.2
2010,64.2
2011,68.8
2012,154.3
2013,78.3
2014,83.8
2015,95.9
2016,81.7
2017,64.5
2018,52
