UF,SP
Cidade,ITAPECERICA DA SERRA
Nome Posto,ALDEINHA
Latitude,-23.783333333333335
Longitude,-46.916666666666664
Codigo,2346071
Qtd. Anos,61
Ano,Maxima
1936,49.4
1937,58.3
1938,32.8
1939,30
1940,67
1941,40.8
1942,61.5
1943,58
1944,31.2
1945,80
1946,70
1948,29
1966,68
1967,55.4
1968,78.8
1969,112.5
1970,141.7
1971,79.1
1972,93.5
1973,107
1974,81.1
1975,129.9
1976,242.6
1977,95.7
1978,191.5
1979,59.7
1980,51
1981,112.3
1982,86.5
1983,96.4
1984,75.3
1985,79.7
1986,56.1
1987,95.5
1988,101.2
1989,42.9
1990,47.6
1991,59.7
1992,52.7
1993,69.2
1994,123.8
1995,61.9
1996,88.3
1997,112.4
1998,65.4
1999,53.1
2000,52.4
2001,112.9
2002,98.8
2003,61.7
2004,56.8
2005,121.6
2006,80.8
2007,76.4
2008,69.3
2009,57.9
2010,86.2
2011,81.8
2012,74.4
2013,88.9
2014,42.3
