UF,SP
Cidade,RIBEIRA
Nome Posto,RIBEIRA
Latitude,-24.65
Longitude,-48.999722222222225
Codigo,2448047
Qtd. Anos,61
Ano,Maxima
1936,22.9
1939,56.3
1940,72.4
1941,52.7
1943,33
1944,52.2
1945,68.4
1946,146
1947,60
1948,50.1
1949,31.2
1950,61.3
1951,55
1952,44.6
1953,55.7
1954,102.1
1955,46.2
1956,80
1957,80.4
1958,64.4
1959,60.2
1960,80
1961,107.5
1962,42.7
1963,91
1964,60.6
1965,75.3
1966,73.8
1967,59.7
1968,78.7
1969,70.4
1970,68.2
1971,42.2
1972,72
1973,72.6
1974,68.3
1975,87
1976,62.1
1977,39
1978,57.2
1979,74.1
1980,56.9
1981,62.6
1982,87.3
1983,88.3
1984,58.4
1985,87.3
1986,58
1987,62.3
1988,66.5
1989,50.3
1990,62.6
1991,80.6
1992,61.4
1993,68.6
1994,69.9
1995,110.5
1996,56.9
1997,131.5
1998,78.3
1999,61.1
