UF,SP
Cidade,APIAI
Nome Posto,ARACAIBA (CAPOEIRAS)
Latitude,-24.433333333333334
Longitude,-48.85
Codigo,2448011
Qtd. Anos,49
Ano,Maxima
1952,42.1
1953,58.7
1954,119.6
1955,54.1
1956,66.7
1957,64.6
1958,116.9
1959,63.8
1960,77.7
1961,120
1962,51.5
1963,82.2
1964,87
1965,95.5
1966,58
1967,69.5
1968,90.2
1969,51.7
1970,99.2
1971,36.7
1972,48.3
1973,63.2
1974,57.8
1975,45.2
1976,68.3
1977,58.8
1978,49.3
1979,50
1980,56.1
1981,49.3
1982,72.5
1983,84.6
1984,69.7
1985,67.7
1986,56.1
1987,60.2
1988,53.8
1989,74.3
1990,66.8
1991,89
1992,61
1993,78.3
1994,74.2
1995,74.7
1996,61.8
1997,102.3
1998,100.8
1999,69.7
2000,97.7
