UF,SP
Cidade,LORENA
Nome Posto,FAZENDA TRES BARRAS
Latitude,-22.85
Longitude,-45.06666666666667
Codigo,2245038
Qtd. Anos,38
Ano,Maxima
1957,44.7
1958,87.4
1959,71
1960,61.5
1961,53.9
1962,96.3
1963,57.5
1964,105.2
1965,92.5
1966,80.3
1967,83.3
1968,52.7
1969,68.9
1970,65.6
1971,85.5
1972,56.3
1973,67.4
1974,92.1
1975,77.8
1976,72.2
1977,61.9
1978,66.4
1979,67.4
1980,56.6
1981,68.6
1982,56
1983,68.4
1984,96.6
1985,99.1
1986,81
1987,66.2
1988,70
1989,73.3
1990,69.5
1991,65.5
1992,71.4
1993,71.2
1994,29.5
