UF,SP
Cidade,RIBEIRAO CORRENTE
Nome Posto,RIBEIRAO CORRENTE
Latitude,-20.466666666666665
Longitude,-47.6
Codigo,2047059
Qtd. Anos,80
Ano,Maxima
1939,52.2
1940,84
1941,50.8
1942,60
1943,10
1944,9
1945,12.7
1946,40.8
1947,52.4
1948,35.5
1949,29.5
1950,30
1951,21.9
1952,20.4
1953,40
1954,28.4
1955,25.4
1956,20.9
1957,35.2
1958,20
1959,30.8
1960,37
1961,60
1962,62.5
1963,37
1964,57.2
1965,54.3
1966,60.3
1967,55.3
1968,70.2
1969,43.8
1970,65.5
1971,103.8
1972,58.6
1973,100.5
1974,56.2
1975,80.5
1976,68.2
1977,90
1978,107.4
1979,70
1980,90
1981,84.3
1982,108.9
1983,90
1984,88.9
1985,85.8
1986,86.1
1987,73.2
1988,58.1
1989,150.2
1990,97
1991,98.7
1992,92.4
1993,125.3
1994,130
1995,94
1996,74.3
1997,102
1998,68.2
1999,84.4
2000,83.2
2001,83.5
2002,82.2
2003,69
2004,120.2
2005,114
2006,60.5
2007,40.3
2008,54
2009,91.7
2010,208.8
2011,60
2012,97
2013,75
2014,48
2015,66
2016,87
2017,84
2018,60
