UF,SP
Cidade,AGUDOS
Nome Posto,AGUDOS
Latitude,-22.483333333333334
Longitude,-48.983333333333334
Codigo,2248019
Qtd. Anos,53
Ano,Maxima
1943,69
1944,54.5
1945,73
1946,94
1947,61.5
1950,54.3
1951,69
1952,74.7
1953,71.2
1954,98
1955,62
1956,63
1957,69.7
1963,60
1964,115.5
1965,55.5
1966,105
1967,68
1968,43
1969,84.5
1970,112.5
1971,42
1972,121.2
1973,64
1974,71.4
1975,151.5
1976,82.3
1977,61.5
1978,92.3
1979,69.3
1980,82.6
1981,65.1
1982,97.6
1983,78.2
1984,90.3
1985,84.3
1986,78
1987,86.2
1988,77.9
1989,76
1990,91.8
1991,87.5
1992,85.9
1993,74.8
1994,73.5
1995,60.7
1996,60.1
1997,120.2
1998,84.4
2013,33.6
2014,95.5
2015,64.5
2016,70.4
