UF,SP
Cidade,SAO PAULO
Nome Posto,BARROCADA
Latitude,-23.416666666666668
Longitude,-46.56666666666667
Codigo,2346034
Qtd. Anos,59
Ano,Maxima
1940,23.4
1941,93.5
1942,85.3
1943,40.9
1944,86.8
1945,60.9
1946,40.9
1947,60
1948,80.9
1949,30
1950,70.2
1951,40.9
1952,20
1953,20.3
1954,20.6
1955,60.4
1956,56.3
1957,100.3
1958,85.7
1959,62.4
1960,104.8
1961,200.3
1962,74.2
1963,74.2
1964,67.7
1965,80.2
1966,93
1967,98
1968,70.1
1969,60.3
1970,100.4
1971,46.9
1972,78.1
1973,97.8
1974,45.1
1975,84.5
1976,106
1977,67.7
1978,96.2
1979,51.4
1980,67
1981,57.1
1982,99.7
1983,131.6
1984,69.5
1985,72.8
1986,75.3
1987,64.7
1988,131.5
1989,76
1990,87.9
1991,90.6
1992,78.2
1993,65.3
1994,74
1995,69.8
1996,114.5
1997,66.6
1998,78.4
