UF,SP
Cidade,MARTINOPOLIS
Nome Posto,USINA LARANJA DOCE
Latitude,-22.25
Longitude,-51.166666666666664
Codigo,2251010
Qtd. Anos,70
Ano,Maxima
1945,62
1946,71.5
1947,96
1948,86.5
1949,51
1950,52
1951,61
1952,57
1953,55.2
1954,90
1955,68
1956,63.5
1957,81.5
1958,74
1959,62.7
1960,73.4
1961,93
1962,75
1963,75
1964,97
1965,79
1966,85
1967,60
1968,80.2
1969,60.6
1970,76.2
1971,76
1972,105.5
1973,66.7
1974,61
1975,70
1976,89.7
1977,123.2
1978,100
1979,54.5
1980,168
1981,76.5
1982,82.9
1983,62.2
1984,52.2
1985,75.2
1986,57.6
1987,117.5
1988,96
1989,77.5
1990,48
1991,77.1
1992,109.6
1993,112.2
1994,70.3
1995,49.4
1996,66
1997,60.1
1998,79.7
1999,115.1
2000,107.1
2001,77.2
2002,71.9
2003,92
2004,96.8
2005,81.3
2006,80.6
2007,75.5
2008,82
2009,208
2010,68.3
2011,120
2012,101.6
2013,79.5
2014,48.4
