UF,SP
Cidade,ITAPIRA
Nome Posto,BARAO ATALIBA NOGUEIRA
Latitude,-22.366666666666667
Longitude,-46.733333333333334
Codigo,2246011
Qtd. Anos,43
Ano,Maxima
1939,71.5
1940,35
1942,0.4
1961,95.1
1962,52.4
1963,89.2
1964,80.5
1965,77.8
1966,69.9
1967,109.9
1968,52.9
1969,65.3
1970,67.3
1971,57.6
1972,51.4
1973,68.4
1974,62.7
1975,110.2
1976,92.6
1977,118
1978,57.3
1979,52.2
1980,66.8
1981,82.2
1982,136.7
1983,114.1
1984,96.7
1985,50.6
1986,70.9
1987,66.3
1988,53.9
1989,68.2
1990,38.9
1991,64.9
1992,50.8
1993,78.5
1994,48.5
1995,135.5
1996,82.6
1997,73.8
1998,63.2
1999,87.6
2000,84.2
