UF,SP
Cidade,BIRITIBA-MIRIM
Nome Posto,BIRITIBA MIRIM
Latitude,-23.576944444444443
Longitude,-46.03777777777778
Codigo,2346101
Qtd. Anos,77
Ano,Maxima
1943,29.8
1944,58.5
1945,64.8
1946,94.4
1947,54.8
1948,87.2
1949,83
1950,51.8
1951,79.3
1952,58.6
1953,57.9
1954,46.8
1955,42.1
1956,55.4
1957,52.2
1958,111.8
1959,74
1960,54
1961,65.3
1962,102
1963,90
1964,48
1965,101.8
1966,65.2
1967,63.4
1968,69.1
1969,42.1
1970,73
1971,59.8
1972,63
1973,81.9
1974,52.6
1975,62.1
1976,71.2
1977,112.1
1978,97
1979,54
1980,84.2
1981,82
1982,110
1983,85
1984,50.4
1985,62.2
1986,68
1987,68.1
1988,72.2
1989,60.9
1990,61.7
1991,109.7
1992,78.9
1993,58.3
1994,76.8
1995,77
1996,40.5
1997,39.7
1998,66.8
1999,76.4
2000,71.2
2001,80.1
2002,61.1
2003,90.3
2004,114.5
2005,84
2006,87.5
2007,90.5
2008,74.6
2009,56.9
2010,66.1
2011,61.4
2012,58
2013,80.7
2014,89.5
2015,81.8
2016,64.2
2017,49
2018,66.6
2019,91.8
