UF,SP
Cidade,CACHOEIRA PAULISTA
Nome Posto,USINA BOCAINA
Latitude,-22.72972222222222
Longitude,-44.915
Codigo,2244124
Qtd. Anos,77
Ano,Maxima
1928,64
1929,65
1930,65
1931,60
1932,70
1933,84
1934,83
1935,62
1936,73
1937,80.4
1938,66.2
1939,80.6
1940,65.4
1941,84.2
1942,85.2
1943,50.2
1944,85.2
1945,199.2
1946,87.8
1947,84.2
1948,85.6
1949,53.4
1950,64.6
1951,72
1952,59
1953,63.6
1954,86.2
1955,72.4
1956,65.2
1957,85.2
1958,70
1959,82.4
1960,52.4
1961,90.6
1962,80.6
1963,370.8
1964,65.6
1965,103.8
1966,103.2
1967,135.2
1968,85.6
1969,52.8
1970,78.6
1971,94
1972,73.4
1973,64
1974,83.6
1975,70.8
1976,100.2
1977,70.4
1978,73.4
1979,60.4
1980,51.6
1993,37.8
1994,64.2
1995,96.8
1996,128.6
1997,86.2
1998,76
1999,84.5
2000,100.4
2001,68.3
2002,62.7
2003,70
2004,60.4
2005,68.2
2006,67.1
2007,51.7
2008,72.7
2009,70
2010,95.7
2011,93.3
2012,160
2013,70
2014,50
2015,77.2
2016,95
