UF,SP
Cidade,SAO JOSE DOS CAMPOS
Nome Posto,SAO FRANCISCO XAVIER
Latitude,-22.916666666666668
Longitude,-45.96666666666667
Codigo,2245050
Qtd. Anos,63
Ano,Maxima
1939,34
1940,81.8
1941,99.3
1942,72
1943,64
1944,52.5
1946,63.4
1947,44.9
1948,64.3
1949,61.2
1950,82.4
1951,42.6
1952,77.3
1953,63.7
1954,53.7
1955,83.5
1956,89.2
1957,60.2
1958,66.7
1959,99.4
1960,94.1
1961,88.8
1962,131.2
1963,71.4
1964,76.5
1965,65
1966,100
1967,80.9
1968,57.6
1969,91.5
1970,85
1971,62.1
1972,64.1
1973,106.9
1974,75.7
1975,104
1976,61.9
1977,68.4
1978,96.9
1979,59.5
1980,55.9
1981,76.5
1982,89.2
1983,76.9
1984,40.8
1985,80.5
1986,91
1987,75.9
1988,114.1
1989,92.3
1990,73.7
1991,86.8
1992,68.7
1993,71
1994,58.7
1995,86
1996,70.3
1997,50.6
1998,51
1999,95
2000,127.5
2001,58.3
2009,80
