UF,SP
Cidade,PARIQUERA-ACU
Nome Posto,PARIQUERA ABAIXO
Latitude,-24.616666666666667
Longitude,-47.833333333333336
Codigo,2447031
Qtd. Anos,40
Ano,Maxima
1961,14.6
1962,54.1
1963,326.1
1964,71.3
1965,64.8
1966,56.1
1967,150.5
1968,74.5
1969,93.1
1970,85.4
1971,111.2
1972,123.1
1973,199.5
1974,100.3
1975,102.9
1976,81.1
1977,52.3
1978,103.5
1979,114.8
1980,98.6
1981,86.9
1982,71.1
1983,243.3
1984,100.5
1985,48.7
1986,83.1
1987,85.5
1988,106.7
1989,210.3
1990,68.3
1991,118.3
1992,106.5
1993,79.7
1994,167.1
1995,78.2
1996,110
1997,108
1998,120
1999,85.4
2000,44.7
