UF,SP
Cidade,SERRA AZUL
Nome Posto,UHE MARIMBONDO FAZENDA CORREDEIRA
Latitude,-21.31833333333333
Longitude,-47.47666666666667
Codigo,2147011
Qtd. Anos,51
Ano,Maxima
1966,8
1967,80.2
1968,55.6
1969,93.4
1970,96.4
1971,72.4
1972,64.6
1973,57.6
1974,75
1975,88.2
1976,86.2
1977,92.2
1978,85
1979,95
1980,110
1981,100
1982,88
1983,92
1984,69.1
1985,68.9
1986,101.3
1987,64.2
1988,135.6
1989,64.2
1990,111
1991,88.2
1992,93.2
1993,96.4
1994,61.1
1995,111.9
1996,107.6
1997,87.5
1998,73
1999,54.7
2000,50.4
2001,47.9
2002,67.7
2003,76.2
2004,87.8
2005,101.2
2006,53.3
2007,63.8
2008,67.7
2009,75.8
2010,93.6
2011,67
2012,113.7
2013,107.6
2014,28
2015,82.2
2016,58.8
