UF,SP
Cidade,ARARAS
Nome Posto,FAZENDA SANTA CRUZ
Latitude,-22.266666666666666
Longitude,-47.31666666666667
Codigo,2247013
Qtd. Anos,43
Ano,Maxima
1958,86.8
1959,69
1960,101.3
1961,71.3
1962,105
1963,70
1964,124
1965,139.5
1966,160.5
1967,114.3
1968,86.4
1969,75.2
1970,140.4
1971,101.4
1972,70.3
1973,51.4
1974,66.7
1975,100.3
1976,84.9
1977,85.1
1978,53.6
1979,72.9
1980,77.8
1981,54.2
1982,60.3
1983,99.3
1984,71.4
1985,82.7
1986,59.2
1987,68.2
1988,67.1
1989,119
1990,86.3
1991,77
1992,75.7
1993,83.5
1994,95.2
1995,100
1996,78.5
1997,92.5
1998,54.5
1999,140
2000,106
