UF,SP
Cidade,ITARARE
Nome Posto,ITARARE (RVPSC)
Latitude,-24.1
Longitude,-49.333333333333336
Codigo,2449005
Qtd. Anos,44
Ano,Maxima
1938,15.6
1939,48.7
1940,45.8
1941,35.3
1942,25.4
1943,30.5
1944,35.4
1945,62.4
1946,95.2
1947,85.2
1948,89.3
1949,79
1950,50.2
1951,67.2
1952,56.2
1953,50.1
1954,116.3
1955,86.1
1956,111
1957,77.2
1958,77.2
1959,44.4
1960,39
1961,28.4
1962,21.8
1963,30
1964,39
1965,45
1966,80.2
1967,43.2
1968,100
1969,75
1970,128.4
1971,67.1
1972,56
1973,100
1974,50
1975,100.2
1976,89
1977,63
1978,43
1979,68
1980,200
1981,53.3
