UF,SP
Cidade,BERTIOGA
Nome Posto,USINA ITATINGA
Latitude,-23.766666666666666
Longitude,-46.11666666666667
Codigo,2346066
Qtd. Anos,78
Ano,Maxima
1937,108.7
1938,103.7
1939,105
1940,110.5
1941,260.8
1942,209.2
1943,160.2
1944,230
1945,220.8
1946,310
1947,279
1948,190.5
1949,166.3
1950,255.3
1951,230.4
1952,164.3
1953,148
1954,180.5
1955,180.8
1956,203.2
1957,191
1958,264.4
1959,220
1960,176
1961,222.8
1962,222.6
1963,95.2
1964,124.2
1965,231.8
1966,230
1967,297
1968,168.7
1969,563.2
1970,136.4
1971,408.5
1972,134.5
1973,191.2
1974,154.6
1975,258.3
1976,244.2
1977,128.2
1978,246.5
1979,233.6
1980,189.6
1981,191.6
1982,197.1
1983,289
1984,115.3
1985,182.9
1986,263.5
1987,117.8
1988,282.9
1989,132.4
1990,294.5
1991,122.5
1992,282.7
1993,306.8
1994,156.9
1995,200.4
1996,199.5
1997,120.5
1998,222.3
1999,167.8
2000,313.6
2001,101.3
2002,242.7
2003,110.7
2004,202.3
2005,331.2
2006,173
2007,135
2008,133
2009,111.8
2010,124.4
2011,157.3
2012,137
2013,221.7
2014,187
