UF,SP
Cidade,ITAPECERICA DA SERRA
Nome Posto,ITAPECERICA DA SERRA
Latitude,-23.716666666666665
Longitude,-46.85
Codigo,2346064
Qtd. Anos,69
Ano,Maxima
1936,50
1937,61
1938,53.4
1939,36.8
1940,28.9
1941,11.4
1942,11.2
1943,19.6
1944,61.3
1945,72.1
1946,70.3
1947,50.8
1948,81.5
1949,87.3
1953,65.5
1954,90
1955,60
1956,190
1957,67
1958,48
1959,54.1
1960,70.6
1961,70.6
1962,58.6
1963,47.4
1964,48
1965,83.3
1966,65
1967,123
1968,78.4
1969,91.3
1970,60.2
1971,73.3
1972,86.6
1973,50.7
1974,66.8
1975,79
1976,129
1977,81.3
1978,166.3
1979,58.4
1980,47.8
1981,71.2
1982,90.1
1983,79.6
1984,53.6
1985,56.4
1986,54.9
1987,85.7
1988,60
1989,99.7
1990,45.3
1991,82
1992,94.5
1993,108.1
1994,45.2
1995,41.7
1996,50.3
1997,60.3
2001,87.5
2002,82.3
2003,52.5
2004,40.6
2005,136.8
2006,91.8
2007,39.7
2008,42.3
2009,43.5
2010,80
