UF,SP
Cidade,NOVA EUROPA
Nome Posto,USINA SANTA FE
Latitude,-21.8
Longitude,-48.6
Codigo,2148043
Qtd. Anos,75
Ano,Maxima
1940,46
1941,54.5
1942,74
1943,169
1944,45
1945,82
1946,53
1947,114
1948,70
1949,70
1950,79
1951,101
1952,74
1953,135
1954,93
1955,107.5
1956,62
1957,137
1958,122.2
1959,111
1960,115
1961,60
1962,80.5
1963,104
1964,84.5
1965,72
1966,113.5
1967,51.8
1968,57.6
1969,55
1970,153.6
1971,52.7
1972,81.2
1973,103
1974,84
1975,59.3
1976,154.3
1977,87.7
1978,81.7
1979,48.4
1980,54.4
1981,74.7
1982,93.3
1983,184.3
1984,62.4
1985,75.1
1986,106.8
1987,47.6
1988,51.4
1989,66.1
1990,63.3
1991,61.5
1992,70.6
1993,96.6
1994,51.6
1995,182.8
1996,53.2
1997,66.9
1998,81
1999,96.6
2000,97.8
2001,57.8
2002,126.7
2003,92.3
2004,97.4
2005,105.7
2006,68.7
2007,220
2008,73.7
2009,85.7
2010,72.5
2011,65.7
2012,62
2013,98
2014,100.5
