UF,SP
Cidade,MOCOCA
Nome Posto,MOCOCA
Latitude,-21.45
Longitude,-47
Codigo,2147023
Qtd. Anos,61
Ano,Maxima
1940,47
1941,62.5
1942,51.6
1943,58
1944,69.1
1945,80.2
1946,62.9
1947,83.5
1948,56.5
1949,70.5
1950,114.7
1951,66.3
1952,61.4
1953,88.5
1954,76.8
1955,47.7
1956,88
1957,96.7
1958,130
1959,44.4
1960,56.3
1961,115.9
1962,77.1
1963,93
1964,67.3
1965,70.4
1966,118.5
1967,80.1
1968,56.6
1969,76.2
1970,99.5
1971,75.5
1972,66.1
1973,69.4
1974,80.9
1975,52.1
1976,74.5
1977,73.7
1978,61.2
1979,80.6
1980,74.4
1981,97.8
1982,72.6
1983,89.3
1984,83.3
1985,62.2
1986,97.8
1987,105.8
1988,66.3
1989,53.1
1990,89
1991,85.6
1992,130.8
1993,95.5
1994,78.9
1995,114.3
1996,82.2
1997,93.9
1998,72.6
1999,128.9
2000,99.3
