UF,SP
Cidade,SETE BARRAS
Nome Posto,SETE BARRAS
Latitude,-24.383333333333333
Longitude,-47.93333333333333
Codigo,2447020
Qtd. Anos,62
Ano,Maxima
1939,59.2
1940,75.6
1941,62.4
1942,20.6
1943,52
1944,65
1945,60
1946,101.5
1947,92.2
1948,100.3
1950,52.3
1951,54
1952,137.3
1953,60.3
1954,60.2
1955,70
1956,60.2
1957,80
1958,77.7
1959,86.6
1960,66.7
1961,115.3
1962,93.3
1963,102
1964,96
1965,110.4
1966,87.7
1967,99.1
1968,90
1969,87.6
1970,125.9
1971,76.5
1972,123.1
1973,102
1974,57.5
1975,86
1976,85.2
1977,105
1978,52.6
1979,80.5
1980,113.4
1981,94.5
1982,64.4
1983,86.5
1984,91.4
1985,118.7
1986,70.5
1987,108.3
1988,113.6
1989,99.8
1990,88
1991,84.5
1992,88.1
1993,58
1994,113
1995,78.8
1996,56.6
1997,86.3
1998,169.2
1999,128
2000,63.2
2001,97.3
