UF,SP
Cidade,SAO CARLOS
Nome Posto,VILA CARMEM
Latitude,-22.016666666666666
Longitude,-47.9
Codigo,2247002
Qtd. Anos,62
Ano,Maxima
1936,69.6
1937,70.5
1938,83.4
1939,124
1940,81.4
1941,72.1
1942,76
1943,90.2
1944,55.1
1945,51
1946,80.2
1947,112
1948,56.2
1949,76
1950,150.2
1951,60.2
1952,61.2
1953,94.5
1954,107.6
1955,57
1956,152.7
1957,155.6
1958,62.4
1959,46
1960,67.4
1961,77.7
1962,70.6
1963,66.5
1964,65.7
1965,126.4
1966,85.4
1967,79.3
1968,72.2
1969,74
1970,94.2
1971,50.2
1972,102.5
1973,87.1
1974,59.2
1975,58.8
1976,100
1977,73.6
1978,67.5
1979,76.1
1980,100.9
1981,98.7
1982,99.8
1983,96.3
1984,65.4
1985,69.7
1986,56.4
1987,78.7
1988,40.9
1989,97.9
1990,69.2
1991,50.2
1992,105.9
1993,71.4
1994,85.2
1995,107.7
1997,109.1
1998,82.9
