UF,GO
Cidade,POSSE
Nome Posto,POSSE
Latitude,-14.084166666666667
Longitude,-46.37111111111111
Codigo,1446002
Qtd. Anos,24
Ano,Maxima
1975,25
1976,45
1977,72
1978,90.4
1979,94.4
1980,73.1
1981,85.4
1982,81.4
1983,83.4
1984,51.4
1985,136
1986,75.4
1987,77
1988,100.5
1989,76.4
1990,55.5
1991,82.6
1992,71.2
1993,94.4
1994,174
1995,90.9
1996,86.4
1997,64.6
1998,80.6
