UF,GO
Cidade,MINACU
Nome Posto,UHE SERRA DA MESA BARRAMENTO
Latitude,-13.828333333333333
Longitude,-48.33222222222223
Codigo,1348004
Qtd. Anos,19
Ano,Maxima
1993,29
1994,84.6
1995,58.6
1996,71.4
1997,64.4
1998,46.4
1999,62
2000,107
2001,74
2002,74
2003,77.5
2004,71.8
2005,83
2006,90
2007,68.2
2008,104.2
2009,93
2010,89.6
2011,94.4
