UF,GO
Cidade,ARAGARCAS
Nome Posto,ARAGARCAS
Latitude,-15.901666666666667
Longitude,-52.24472222222222
Codigo,1552003
Qtd. Anos,25
Ano,Maxima
1970,47.1
1975,72
1976,94
1977,65.8
1978,60.6
1979,65
1980,140.6
1981,123.6
1982,93.2
1983,102.4
1984,81.4
1985,51.9
1986,71.4
1987,80
1988,70.2
1989,73.7
1990,82.4
1991,49.8
1992,55.4
1993,53.2
1994,79
1995,94.4
1996,52.3
1997,121
1998,84.3
