UF,GO
Cidade,IPAMERI
Nome Posto,IPAMERI
Latitude,-17.724166666666665
Longitude,-48.17111111111111
Codigo,1748012
Qtd. Anos,22
Ano,Maxima
1977,45.1
1978,73.3
1979,18.2
1980,54.7
1981,67.2
1982,65
1983,71.5
1984,119
1985,69.5
1986,72.3
1987,81.7
1988,107.2
1989,92.3
1990,73.6
1991,56.2
1992,131.2
1993,101
1994,107
1995,126.4
1996,85
1997,76.7
1998,119.1
