UF,GO
Cidade,SANTO ANTONIO DO DESCOBERTO
Nome Posto,MACACOS - (Cidade Eclética)
Latitude,-15.892777777777777
Longitude,-48.41027777777778
Codigo,1548030
Qtd. Anos,18
Ano,Maxima
2002,50
2003,61.6
2004,68.7
2005,48.2
2006,90
2007,90
2008,70.4
2009,83.6
2010,65.6
2011,53.5
2012,143
2013,96
2014,73
2015,61
2016,51.5
2017,52
2018,80.9
2019,51
