UF,GO
Cidade,CAMPINACU
Nome Posto,PALMEIRINHA
Latitude,-14.022222222222224
Longitude,-48.611111111111114
Codigo,1448005
Qtd. Anos,36
Ano,Maxima
1984,44.3
1985,99.7
1986,63
1987,85
1988,53.9
1989,45
1991,51.3
1992,95
1993,45.4
1994,65.4
1995,75
1996,777.7
1997,236.6
1998,94.9
1999,88
2000,69
2001,64.8
2002,96.6
2003,67.4
2004,87.4
2005,78.4
2006,90.6
2007,76.5
2008,99.5
2009,81.9
2010,85.4
2011,98.7
2012,91.6
2013,93.1
2014,96.5
2015,74.2
2016,89.1
2017,98.9
2018,87.3
2019,69.6
2020,49.5
