UF,PB
Cidade,SANTA CRUZ
Nome Posto,SANTA CRUZ
Latitude,-6.530833333333334
Longitude,-38.06305555555555
Codigo,638110
Qtd. Anos,24
Ano,Maxima
1995,54.6
1996,66
1997,42.4
1998,71.2
1999,70.2
2000,65
2001,46.2
2002,87
2003,86.2
2004,127
2005,43.4
2006,66.6
2007,80.1
2008,103.2
2009,58
2010,71.2
2011,55.8
2012,60
2013,93.8
2014,48
2015,91
2016,49
2017,109.4
2018,74
