UF,PB
Cidade,POCO DE JOSE DE MOURA
Nome Posto,POCO DE JOSE DE MOURA
Latitude,-6.5744444444444445
Longitude,-38.51111111111111
Codigo,638111
Qtd. Anos,15
Ano,Maxima
2004,6.4
2005,95
2006,144.3
2007,69
2008,67.5
2009,75
2010,109
2011,75
2012,99.5
2013,84
2014,95
2015,44.5
2016,48.5
2017,50.5
2018,97.5
