UF,PB
Cidade,LAGOA
Nome Posto,LAGOA
Latitude,-6.6
Longitude,-37.916666666666664
Codigo,637043
Qtd. Anos,25
Ano,Maxima
1994,62
1995,53
1996,58
1997,54.7
1998,32
1999,85
2000,65.2
2001,57.2
2002,78.8
2003,91.2
2004,107.6
2005,93.4
2006,130
2007,82.4
2008,94
2009,94.4
2010,83.2
2011,54.1
2012,74.4
2013,76.2
2014,71.2
2015,65.4
2016,99.5
2017,82.7
2018,71.2
