UF,PB
Cidade,SAO BENTINHO (EX SAO BENTO DO POMBAL)
Nome Posto,SAO BENTINHO
Latitude,-6.888888888888888
Longitude,-37.72777777777778
Codigo,637071
Qtd. Anos,19
Ano,Maxima
2000,32.6
2001,41
2002,65
2003,83.7
2004,94.5
2005,62.5
2006,156.5
2007,104
2008,84
2009,119.2
2010,141.8
2011,55.6
2012,38.5
2013,48.8
2014,60.6
2015,60.3
2016,55
2017,61.3
2018,76.1
