UF,PB
Cidade,SAO JOSE DOS RAMOS
Nome Posto,SAO JOSE DOS RAMOS
Latitude,-7.2475000000000005
Longitude,-35.37277777777778
Codigo,735195
Qtd. Anos,18
Ano,Maxima
1999,16
2000,100.5
2001,61.6
2002,57.4
2003,70
2004,100
2005,104
2006,51
2007,47.2
2008,52.2
2009,67
2010,52
2011,99.1
2012,63
2013,13
2014,60
2015,42
2016,32.8
