UF,PB
Cidade,JUNCO DO SERIDO
Nome Posto,JUNCO DO SERIDO
Latitude,-6.983333333333333
Longitude,-36.7
Codigo,636046
Qtd. Anos,25
Ano,Maxima
1994,132
1995,76
1996,58
1997,66.8
1998,34.5
1999,60
2000,63.8
2001,37.2
2002,72
2003,70
2004,101.4
2005,93.8
2006,114
2007,82
2008,75.5
2009,96
2010,53.8
2011,97
2012,46
2013,38
2014,65
2015,93.6
2016,73
2017,32
2018,64
