UF,PB
Cidade,MATARACA
Nome Posto,MATARACA_Mataraca Baixa
Latitude,-6.601944444444444
Longitude,-35.051111111111105
Codigo,635135
Qtd. Anos,25
Ano,Maxima
1994,47.8
1995,88.6
1996,27.6
1997,49.8
1998,21.4
1999,24.8
2000,51.2
2001,57
2002,37.6
2003,38.8
2004,87.4
2005,23.2
2006,45.4
2007,49.4
2008,60.7
2009,49.4
2010,72.4
2011,78
2012,39
2013,16.5
2014,41.2
2015,18.8
2016,33.4
2017,46.4
2018,55.6
