UF,PB
Cidade,MARI
Nome Posto,MARI_Centro
Latitude,-7.061111111111111
Longitude,-35.316944444444445
Codigo,735215
Qtd. Anos,25
Ano,Maxima
1994,53
1995,94
1996,106.2
1997,54
1998,32.4
1999,66.6
2000,42
2001,85
2002,104
2003,85.8
2004,78
2005,95
2006,72
2007,61.2
2008,67
2009,62.2
2010,56.9
2011,90.6
2012,110.4
2013,62.2
2014,106.5
2015,38
2016,96.8
2017,171
2018,44.4
