UF,PB
Cidade,MARIZOPOLIS
Nome Posto,MARIZOPOLIS
Latitude,-6.842777777777777
Longitude,-38.344722222222224
Codigo,638112
Qtd. Anos,17
Ano,Maxima
2001,91.3
2002,86
2003,115.3
2004,53
2006,73
2007,101.5
2008,131.3
2009,115.6
2010,70.3
2011,114.5
2012,75.2
2013,51.1
2014,70.4
2015,58.6
2016,74.6
2017,45.3
2018,58.4
