UF,PB
Cidade,VARZEA
Nome Posto,VARZEA
Latitude,-6.772222222222222
Longitude,-36.9925
Codigo,636068
Qtd. Anos,25
Ano,Maxima
1994,140
1995,92
1996,40
1997,78.8
1998,42.2
1999,37
2000,46.4
2001,74
2002,102
2003,61
2004,60.6
2005,111.6
2006,61
2007,81.5
2008,117
2009,62
2010,68.2
2011,116.4
2012,43
2013,48
2014,68.4
2015,48.8
2016,71
2017,108
2018,74.8
