UF,PB
Cidade,FREI MARTINHO
Nome Posto,FREI MARTINHO
Latitude,-6.403888888888889
Longitude,-36.45388888888889
Codigo,636066
Qtd. Anos,23
Ano,Maxima
1996,65.8
1997,108.2
1998,22
1999,77
2000,68.4
2001,30
2002,77
2003,45
2004,96.2
2005,109.4
2006,71
2007,53.4
2008,55.6
2009,85.3
2010,35.2
2011,95.2
2012,11.9
2013,20.7
2014,51.9
2015,18.9
2016,102.4
2017,37.7
2018,121.3
