UF,PB
Cidade,TAVARES
Nome Posto,TAVARES
Latitude,-7.634444444444444
Longitude,-37.87694444444445
Codigo,737059
Qtd. Anos,24
Ano,Maxima
1995,4
1996,57.2
1997,93.2
1998,36
1999,53.6
2000,68.8
2001,92
2002,111
2003,60
2004,145.8
2005,77
2006,70
2007,52.6
2008,100
2009,87
2010,93.5
2011,74
2012,55.6
2013,73.2
2014,69
2015,37.8
2016,76.6
2017,31.2
2018,73
