UF,PB
Cidade,SAO JOAO DO TIGRE
Nome Posto,SANTA MARIA DA PARAIBA
Latitude,-8.033333333333333
Longitude,-36.68333333333333
Codigo,836001
Qtd. Anos,33
Ano,Maxima
1962,8.6
1963,83.2
1964,52.3
1965,42.3
1966,86.2
1967,103
1968,42
1969,115
1970,71.6
1971,104.2
1972,70.2
1973,29.6
1974,129.2
1975,95.4
1976,121.6
1977,90.2
1978,50
1979,31
1980,112
1981,70
1982,60.8
1983,38
1984,58.4
1985,154
1986,35.6
1987,58
1988,65
1989,66
1990,34.2
1991,49.8
1992,108.8
1993,65
1994,25
