UF,PB
Cidade,SAO JOAO DO CARIRI
Nome Posto,SAO JOAO DO CARIRI (UFPB)
Latitude,-7.416666666666667
Longitude,-36.5
Codigo,736044
Qtd. Anos,25
Ano,Maxima
1994,16.6
1995,77.3
1996,75
1997,63.6
1998,25
1999,21.8
2000,71
2001,43
2002,72
2003,82.6
2004,75.6
2005,82
2006,124.6
2007,89.6
2008,205.6
2009,64.8
2010,144.1
2011,138.6
2012,54.1
2013,39.6
2014,105
2015,75
2016,71.2
2017,9.1
2018,22
