UF,PB
Cidade,PAULISTA
Nome Posto,PAULISTA
Latitude,-6.6
Longitude,-37.63333333333333
Codigo,637041
Qtd. Anos,25
Ano,Maxima
1994,73.2
1995,212
1996,91.6
1997,84
1998,37
1999,63.6
2000,46
2001,67
2002,79.2
2003,71.4
2004,90
2005,115.5
2006,67
2007,62
2008,129.6
2009,107.7
2010,79
2011,111
2012,49
2013,146
2014,140
2015,54
2016,62.1
2017,65.5
2018,50
