UF,PB
Cidade,TENORIO
Nome Posto,TENORIO
Latitude,-6.940833333333334
Longitude,-36.629444444444445
Codigo,636070
Qtd. Anos,20
Ano,Maxima
1999,32.2
2000,70.5
2001,84.8
2002,90.5
2003,104.8
2004,114.7
2005,121
2006,125.8
2007,84.7
2008,74.5
2009,67.4
2010,81.5
2011,130
2012,43.2
2013,40
2014,97
2015,61
2016,112.3
2017,96
2018,59.7
