UF,PB
Cidade,BOM JESUS
Nome Posto,BOM SUCESSO
Latitude,-6.45
Longitude,-37.93333333333333
Codigo,637040
Qtd. Anos,25
Ano,Maxima
1994,58
1995,82.5
1996,79
1997,115
1998,53.8
1999,89.2
2000,66.6
2001,45
2002,85
2003,56
2004,105
2005,48.1
2006,54.6
2007,99.2
2008,65.4
2009,75
2010,78.2
2011,68
2012,51
2013,90
2014,83.4
2015,55.6
2016,95.2
2017,111
2018,86.8
