UF,PB
Cidade,IBIARA
Nome Posto,IBIARA
Latitude,-7.382222222222222
Longitude,-37.50944444444445
Codigo,737068
Qtd. Anos,25
Ano,Maxima
1994,60.5
1995,86.8
1996,142.2
1997,104.2
1998,43.3
1999,88.6
2000,76.4
2001,81
2002,92.4
2003,89.8
2004,113.9
2005,51.4
2006,108
2007,59
2008,64
2009,89.3
2010,85.2
2011,122
2012,60.5
2013,79.3
2014,79
2015,81
2016,83
2017,123.6
2018,63
